amount,hour,is_new_recipient,recipient_age_days,recipient_txn_count,recipient_report_count,user_avg_payment,amount_deviation,txn_velocity_1h,urgency_score,secrecy_score,historical_relationship,is_odd_hour,is_fraud
811.82,15,0,648,83,0,3041.49,0.267,1,11.9,12.8,2,0,0
20000.0,23,1,160,12,3,1833.25,10.91,2,60.0,60.5,0,1,1
2655.71,18,0,196,23,0,2028.58,1.309,1,14.8,7.2,25,0,0
181.72,22,0,427,97,0,1114.68,0.163,1,33.1,15.9,35,0,0
12773.91,3,1,88,7,0,3056.0,4.18,1,86.6,79.7,0,1,1
4312.03,3,0,234,83,0,3198.88,1.348,3,23.4,9.6,7,1,1
14420.8,4,0,520,4,0,2204.96,6.54,6,46.7,68.8,1,1,1
1315.04,8,0,823,65,0,2884.33,0.456,0,27.8,21.7,15,0,0
2215.08,4,0,459,54,0,1781.71,1.243,2,30.1,3.0,20,1,0
450.06,6,0,315,160,0,1644.62,0.274,1,31.9,2.6,20,0,0
1766.09,9,1,23,37,0,3236.1,0.546,2,13.9,2.5,0,0,0
889.28,20,0,576,69,0,2832.34,0.314,1,5.7,23.5,32,0,0
990.42,21,0,492,103,0,2636.11,0.376,0,19.7,13.5,36,0,0
6906.91,4,1,318,55,0,638.63,10.815,0,9.8,0.7,0,1,0
1470.58,6,0,616,49,0,3274.3,0.449,0,27.6,13.5,34,0,0
18168.22,2,1,35,0,1,1064.29,17.071,3,62.2,76.6,0,1,1
785.7,6,0,649,119,0,3064.41,0.256,1,14.1,18.3,12,0,0
3758.33,1,1,528,97,0,1887.74,1.991,1,40.4,20.3,0,1,0
240.02,2,0,230,41,0,1931.56,0.124,3,39.6,20.2,23,1,0
1032.32,2,0,671,78,0,2441.13,0.423,0,15.5,4.9,37,1,1
346.46,0,0,491,50,0,2479.41,0.14,2,1.8,11.1,38,1,0
3865.03,7,0,581,98,0,300.0,12.883,1,32.7,8.9,28,0,0
2336.1,17,0,796,57,0,1916.48,1.219,2,27.5,0.3,20,0,0
1460.83,15,0,758,66,0,2448.83,0.597,0,31.9,3.8,37,0,0
10007.2,0,1,50,2,1,4104.59,2.438,2,95.1,47.5,0,1,1
1306.94,20,0,143,93,0,1744.71,0.749,1,17.6,14.2,12,0,0
6934.27,16,0,398,36,0,1505.26,4.607,0,31.4,30.8,3,0,1
1969.22,12,0,348,50,0,300.0,6.564,1,29.5,3.7,5,0,0
2136.93,11,0,780,52,0,1067.83,2.001,0,24.6,0.7,2,0,0
5203.85,16,0,248,84,1,2562.47,2.031,1,8.4,0.3,35,0,0
234.33,5,0,964,76,0,1211.44,0.193,1,18.3,1.7,37,1,0
6198.43,22,1,127,12,2,1562.84,3.966,6,63.9,64.5,0,0,1
541.28,18,0,1193,34,0,2481.55,0.218,2,16.7,13.6,15,0,0
5453.42,14,1,75,49,0,3176.49,1.717,0,5.3,1.6,0,0,0
2358.57,8,1,99,42,0,3190.53,0.739,0,18.7,8.2,0,0,0
370.19,17,0,400,18,1,2832.17,0.131,0,11.2,13.5,1,0,0
11151.91,13,1,555,127,0,779.34,14.309,0,6.2,15.5,0,0,0
306.01,14,1,44,70,0,1326.14,0.231,1,12.5,4.7,0,0,0
750.25,14,1,200,51,0,3052.6,0.246,0,42.3,14.5,0,0,0
6592.13,13,1,107,8,0,3717.44,1.773,4,48.1,27.3,0,0,1
7022.96,19,0,1109,100,0,3481.1,2.017,1,28.7,11.1,23,0,0
1844.64,22,1,38,46,0,2992.57,0.616,0,41.7,12.9,0,0,0
19989.37,14,0,763,77,0,2201.34,9.081,0,27.9,1.6,32,0,0
4157.07,14,0,234,58,0,3870.16,1.074,2,9.4,32.9,14,0,0
470.65,13,0,332,49,0,2889.92,0.163,0,30.4,28.5,25,0,0
8214.96,7,1,411,89,0,3650.73,2.25,1,37.3,16.1,0,0,0
583.27,9,0,428,85,0,3448.46,0.169,2,39.4,27.6,34,0,0
4493.54,23,0,608,89,0,3469.22,1.295,1,14.3,27.4,15,1,0
2902.18,18,0,962,88,1,1909.23,1.52,0,18.7,4.8,17,0,1
5199.98,14,0,178,0,1,1686.88,3.083,4,85.7,55.7,1,0,1
5687.89,19,1,146,100,0,2280.6,2.494,1,49.2,6.7,0,0,0
1125.42,14,0,586,37,0,1803.57,0.624,0,29.2,14.1,36,0,0
3480.3,5,1,202,84,0,940.33,3.701,0,4.8,4.5,0,1,0
3088.03,15,1,165,43,0,3677.91,0.84,1,14.9,4.1,0,0,0
6040.37,12,0,547,0,0,3109.89,1.942,2,64.5,55.4,0,0,1
1459.78,14,0,771,60,0,2526.42,0.578,0,15.3,16.3,21,0,0
2559.42,8,0,589,19,0,2604.31,0.983,0,13.6,2.7,35,0,0
717.04,22,0,1238,81,0,1694.94,0.423,0,14.7,26.3,14,0,0
2661.74,19,0,913,38,0,3738.98,0.712,2,50.9,16.2,35,0,0
1908.22,17,0,410,70,0,1723.18,1.107,2,29.1,1.3,24,0,0
5514.83,9,0,293,65,0,3108.3,1.774,1,34.4,25.0,4,0,0
19958.5,1,0,506,10,4,1571.96,12.697,2,69.5,68.1,2,1,1
405.44,12,0,199,135,0,1180.71,0.343,1,10.8,33.2,13,0,0
740.28,12,0,542,129,0,3341.37,0.222,1,31.4,25.1,5,0,1
6564.37,15,1,102,52,0,1685.11,3.896,1,7.8,21.8,0,0,0
672.01,19,0,229,63,0,2561.88,0.262,1,33.6,3.6,15,0,0
2884.58,22,0,573,44,0,1089.39,2.648,0,10.2,15.1,9,0,0
10456.17,13,0,686,119,1,300.0,34.854,0,30.5,1.8,8,0,0
2067.32,6,0,174,30,0,1011.48,2.044,0,15.8,5.3,12,0,0
9875.68,16,0,401,62,0,3922.96,2.517,0,15.1,1.9,16,0,1
491.03,15,0,670,49,0,3391.64,0.145,3,13.8,1.6,27,0,0
4901.9,17,1,87,53,0,1397.84,3.507,0,11.7,1.8,0,0,0
2692.1,20,0,302,43,0,1922.17,1.401,0,38.1,6.3,17,0,0
201.7,12,1,241,73,0,2298.62,0.088,0,19.9,38.2,0,0,0
8132.84,22,1,121,83,0,1978.42,4.111,0,32.4,14.7,0,0,0
20000.0,23,1,16,5,1,1653.08,12.099,4,69.6,80.8,0,1,1
1081.63,10,1,115,55,0,1549.61,0.698,1,0.4,10.0,0,0,0
3973.21,18,0,1184,27,0,3030.53,1.311,0,16.8,10.1,3,0,0
985.1,14,1,5,2,0,2469.43,0.399,1,12.8,12.2,0,0,1
2047.63,14,0,416,85,0,3244.39,0.631,2,30.2,21.3,36,0,0
1556.14,20,0,211,70,0,1071.51,1.452,1,19.6,13.8,23,0,0
864.45,22,1,93,64,0,3708.49,0.233,1,14.1,10.8,0,0,0
1889.69,2,0,1099,66,0,2222.6,0.85,0,33.6,3.9,27,1,0
6609.48,5,1,84,12,3,1252.74,5.276,4,51.3,69.5,0,1,1
3384.54,15,1,102,51,1,3409.81,0.993,0,5.2,4.7,0,0,0
1738.63,11,0,975,33,0,2564.33,0.678,0,36.9,28.3,29,0,0
1964.15,4,1,37,0,2,4192.21,0.469,3,18.5,4.4,0,1,1
14617.14,10,0,1045,73,0,2181.2,6.701,4,38.9,13.2,43,0,0
2782.78,9,0,324,58,0,2100.66,1.325,1,2.5,18.6,3,0,0
7015.45,5,0,578,75,0,3178.16,2.207,0,18.5,2.6,6,1,0
1772.63,19,0,708,54,0,2001.11,0.886,1,15.2,11.0,2,0,0
10810.42,4,1,78,3,0,2687.57,4.022,2,61.6,51.2,0,1,1
2011.7,9,0,1046,89,0,677.06,2.971,1,25.1,3.0,21,0,1
1843.94,20,0,899,36,0,1624.9,1.135,1,1.9,22.7,5,0,0
1436.44,19,0,1017,69,0,601.32,2.389,1,8.3,8.6,9,0,0
6947.07,1,0,309,38,0,1574.46,4.412,1,40.5,9.2,38,1,0
1563.31,3,0,664,42,0,2766.76,0.565,0,6.5,38.2,19,1,0
755.03,14,0,331,106,0,4335.28,0.174,0,19.5,11.7,33,0,0
1063.09,3,0,662,78,0,539.26,1.971,1,37.2,6.5,6,1,0
2502.57,12,0,213,73,0,2505.76,0.999,1,15.2,7.9,28,0,0
1223.14,22,1,89,5,1,1326.02,0.922,1,21.1,0.4,0,0,1
1610.78,12,0,335,37,0,2057.66,0.783,1,12.6,14.4,21,0,0
1673.96,20,0,1004,61,0,2659.96,0.629,2,14.6,6.9,13,0,0
3849.84,20,0,515,43,0,3982.55,0.967,3,11.3,6.3,14,0,0
1605.37,18,0,572,26,0,2785.24,0.576,2,10.6,8.2,32,0,0
18399.65,17,0,69,74,0,1063.89,17.295,1,50.3,6.3,34,0,0
1819.67,2,1,123,56,0,1763.09,1.032,2,19.5,7.2,0,1,0
1605.02,16,1,98,49,0,806.09,1.991,2,6.6,7.5,0,0,1
3252.79,16,0,897,86,0,1583.5,2.054,1,51.2,10.0,18,0,0
11583.61,22,0,107,15,0,2822.49,4.104,3,73.0,86.9,3,0,1
993.97,6,0,382,100,0,1722.74,0.577,0,30.2,22.0,11,0,0
1299.45,3,1,30,7,3,2448.59,0.531,4,15.3,14.2,0,1,1
1098.5,12,0,296,54,0,2667.86,0.412,0,28.9,5.4,3,0,0
1907.83,1,1,62,3,2,2759.53,0.691,6,15.5,9.5,0,1,1
160.28,15,0,639,99,0,2511.93,0.064,0,14.6,3.8,34,0,0
567.1,0,1,56,24,0,2312.1,0.245,0,32.6,10.5,0,1,0
7355.8,7,0,894,27,0,1735.46,4.239,0,47.8,22.0,8,0,0
7267.55,13,0,439,100,0,2347.48,3.096,1,24.3,4.0,16,0,0
1074.11,22,0,404,81,0,3030.91,0.354,0,29.0,4.2,19,0,0
692.36,16,0,885,43,0,2726.84,0.254,2,6.8,6.6,12,0,0
1943.38,7,1,73,37,0,1653.91,1.175,1,48.9,25.9,0,0,0
987.32,13,0,1030,39,0,2876.92,0.343,0,41.5,4.0,25,0,0
16328.16,20,0,280,21,0,3511.34,4.65,1,51.0,20.1,22,0,0
1664.48,22,0,516,48,0,2595.0,0.641,1,35.6,2.1,6,0,0
2835.06,9,0,373,81,1,1618.74,1.751,2,22.7,9.1,33,0,0
3812.16,7,1,50,95,0,2180.52,1.748,1,14.8,2.4,0,0,0
9598.26,16,1,57,47,1,2799.98,3.428,0,2.1,12.1,0,0,0
1664.84,13,0,1399,34,0,2728.2,0.61,1,18.5,11.3,31,0,0
6977.13,19,0,635,55,0,3257.99,2.142,1,37.1,13.2,8,0,0
2486.25,17,0,410,39,0,1456.65,1.707,0,4.6,25.8,13,0,0
1716.01,14,1,23,22,0,2470.14,0.695,1,25.0,3.3,0,0,0
859.34,0,1,126,8,1,1296.75,0.663,3,6.6,12.4,0,1,1
2097.37,20,1,86,98,0,1660.57,1.263,2,16.1,23.3,0,0,0
1075.68,22,0,269,63,0,2183.7,0.493,1,22.5,20.1,24,0,0
1407.98,7,0,577,40,0,1854.24,0.759,1,28.9,14.6,32,0,0
2598.38,9,0,504,40,0,1407.82,1.846,0,35.6,9.2,1,0,1
1045.76,18,1,59,69,1,2295.88,0.455,1,33.6,29.9,0,0,0
1364.09,9,0,345,49,0,3700.55,0.369,1,28.3,29.0,5,0,0
3475.36,5,1,55,12,2,4934.26,0.704,2,88.0,73.0,0,1,1
820.09,14,0,515,121,0,1957.63,0.419,1,17.8,50.7,21,0,0
5186.96,16,0,414,105,0,3103.04,1.672,0,11.4,16.3,38,0,0
904.24,10,0,598,147,0,4376.22,0.207,0,34.4,1.2,29,0,0
16568.33,3,0,539,11,2,1868.76,8.866,3,62.9,31.0,0,1,1
859.65,8,0,441,62,0,2932.72,0.293,0,3.3,1.4,9,0,0
361.67,22,0,559,102,0,3037.9,0.119,0,46.5,7.0,32,0,0
1539.45,12,0,1218,47,0,2062.54,0.746,0,31.3,18.0,26,0,0
775.88,4,0,208,37,0,2026.37,0.383,2,38.6,11.7,17,1,1
1451.58,18,1,85,63,1,1475.84,0.984,2,14.1,15.2,0,0,0
6141.59,17,1,11,4,1,2099.61,2.925,3,60.8,45.2,0,0,1
20000.0,2,1,75,9,3,2651.95,7.542,4,82.2,35.3,0,1,1
18627.35,22,0,274,74,0,2290.58,8.132,0,20.6,13.7,45,0,0
7154.84,9,0,461,29,1,2258.77,3.168,2,11.9,12.0,4,0,1
586.85,8,0,456,25,0,1825.22,0.322,0,17.8,8.0,7,0,0
10183.47,22,1,75,5,1,1863.94,5.463,1,60.6,53.4,0,0,1
3630.31,17,0,352,24,0,3039.88,1.194,3,20.3,9.3,33,0,1
3229.92,17,0,313,41,0,2487.46,1.298,1,16.4,1.9,12,0,0
499.48,21,0,608,78,0,2882.36,0.173,0,57.4,5.5,17,0,0
588.51,9,0,442,70,0,2495.92,0.236,2,54.9,8.1,31,0,0
386.15,18,0,516,32,0,1703.04,0.227,0,24.2,9.5,7,0,0
1391.89,17,1,34,76,0,1576.59,0.883,0,11.7,4.4,0,0,0
1346.51,21,0,376,69,0,3684.71,0.365,1,2.0,3.1,20,0,0
367.58,21,0,545,61,0,1922.96,0.191,0,12.0,46.5,26,0,0
1572.64,4,0,393,2,2,3151.0,0.499,2,4.0,14.5,2,1,1
746.61,8,1,13,47,0,1145.6,0.652,1,48.6,12.3,0,0,0
202.07,21,1,77,81,0,1470.98,0.137,1,11.6,32.5,0,0,0
6791.16,14,0,315,70,0,2570.55,2.642,0,26.6,17.5,2,0,0
3115.24,16,0,799,74,0,1990.41,1.565,1,22.4,7.8,8,0,0
5605.28,14,0,180,21,0,2787.16,2.011,0,52.7,3.9,23,0,0
2199.43,15,0,1247,132,0,1907.29,1.153,0,14.3,1.3,22,0,1
2323.32,15,1,119,24,0,3717.83,0.625,0,0.4,7.3,0,0,0
189.34,16,0,454,62,0,2887.34,0.066,1,41.0,3.9,10,0,0
1444.62,7,0,669,33,0,1936.25,0.746,2,43.3,6.6,17,0,0
1079.57,7,0,639,19,0,3770.55,0.286,2,20.8,23.4,1,0,0
347.04,11,1,46,31,0,971.55,0.357,1,7.2,4.9,0,0,0
1382.02,3,0,632,12,0,1623.27,0.851,0,12.7,35.8,27,1,0
2045.86,1,0,360,79,0,3047.1,0.671,2,3.9,35.1,34,1,0
5646.53,11,1,156,0,2,2326.67,2.427,4,83.2,78.8,0,0,1
1814.71,17,1,29,8,0,1207.47,1.503,6,87.5,84.5,0,0,1
485.12,22,1,52,18,0,1260.88,0.385,1,33.7,27.2,0,0,0
12130.12,18,0,650,38,0,2597.73,4.67,0,10.3,26.5,17,0,0
874.85,0,0,511,97,0,2242.4,0.39,0,13.5,0.5,39,1,0
1085.59,15,0,423,29,0,999.85,1.086,1,28.8,25.6,16,0,1
1067.66,11,0,628,28,0,3255.04,0.328,3,13.6,9.6,35,0,0
4300.5,16,1,65,34,0,1668.12,2.578,1,25.2,4.1,0,0,0
354.0,14,1,122,139,0,1739.63,0.203,0,34.2,21.7,0,0,1
713.94,9,0,186,51,0,2800.1,0.255,0,15.7,25.7,21,0,0
2716.21,15,0,383,89,0,3041.66,0.893,1,22.1,33.9,31,0,0
1238.94,17,1,52,3,2,1822.11,0.68,2,6.2,9.0,0,0,1
1987.96,16,1,52,4,3,2754.05,0.722,0,12.3,11.8,0,0,1
1469.05,11,0,892,46,0,2213.6,0.664,0,0.9,37.0,4,0,0
1719.31,21,0,939,36,0,1891.73,0.909,1,6.6,9.4,32,0,0
2825.12,4,1,74,19,1,3702.44,0.763,3,50.4,45.2,0,1,1
15136.16,10,0,679,52,0,1920.64,7.881,0,19.6,7.7,22,0,1
10403.15,5,0,295,0,2,2752.88,3.779,4,48.4,57.6,0,1,1
1420.81,14,0,1000,81,0,3956.81,0.359,1,28.3,11.8,34,0,0
290.91,10,1,80,48,0,1574.93,0.185,0,0.2,20.8,0,0,0
8119.75,22,0,592,15,0,3520.34,2.307,0,46.8,56.1,3,0,1
8065.13,21,1,13,23,0,372.18,21.67,2,96.4,41.8,0,0,1
1714.75,22,0,276,59,0,3125.98,0.549,0,5.1,41.1,11,0,0
1207.64,3,1,37,13,1,1005.17,1.201,3,20.7,7.6,0,1,1
6672.25,14,0,682,84,0,1611.88,4.139,0,10.8,7.2,8,0,0
406.15,22,1,150,45,0,2153.26,0.189,0,49.5,11.2,0,0,0
2249.54,18,0,367,59,0,2852.02,0.789,2,14.0,4.7,10,0,0
1008.4,18,0,385,38,0,1578.8,0.639,0,39.3,4.2,7,0,0
14431.23,15,0,743,79,0,1053.35,13.7,2,26.6,9.9,34,0,0
2208.08,20,0,577,46,0,1953.48,1.13,1,57.1,3.6,4,0,0
5946.62,3,0,545,20,0,3526.16,1.686,1,17.9,15.2,23,1,0
3606.62,20,0,847,59,0,3448.18,1.046,0,32.8,15.1,33,0,0
2062.07,8,0,407,76,0,2626.4,0.785,0,37.4,5.9,16,0,0
763.46,21,0,357,26,0,2511.47,0.304,1,31.9,13.8,28,0,0
1033.54,2,0,1045,90,1,2354.4,0.439,3,19.0,7.7,37,1,0
3548.23,18,0,160,8,1,1679.43,2.113,5,69.2,70.4,2,0,1
2318.34,5,1,180,10,3,2517.07,0.921,3,8.1,13.7,0,1,1
1956.9,12,1,191,66,0,2401.53,0.815,2,23.0,24.0,0,0,0
808.69,1,0,773,52,0,3064.92,0.264,0,13.2,3.1,15,1,0
2366.61,14,1,21,71,0,1321.5,1.791,0,12.6,8.4,0,0,0
2574.86,19,0,500,75,0,2947.04,0.874,0,27.0,29.5,9,0,0
9222.57,6,0,376,80,0,4521.07,2.04,0,21.1,15.4,27,0,0
1090.46,10,0,636,82,0,2487.54,0.438,0,1.9,13.8,24,0,0
3562.34,3,1,47,2,3,1878.63,1.896,1,67.3,61.3,0,1,1
3958.38,1,1,118,3,1,2694.36,1.469,1,58.7,57.7,0,1,1
4458.55,15,0,288,89,0,3004.24,1.484,0,7.8,45.5,4,0,0
2483.95,10,1,79,22,0,2630.4,0.944,1,27.2,7.3,0,0,0
3855.92,18,1,167,47,1,695.17,5.547,0,0.8,8.0,0,0,0
3137.14,18,0,284,57,0,3087.76,1.016,1,23.0,1.4,35,0,0
383.43,14,1,64,32,0,3364.12,0.114,1,6.8,1.4,0,0,0
4287.14,21,0,430,55,0,1632.55,2.626,0,14.9,43.4,20,0,0
634.68,10,0,239,74,0,300.0,2.116,0,52.5,3.9,6,0,0
12980.31,18,0,1062,46,0,3092.81,4.197,0,12.3,5.2,49,0,0
13319.7,22,0,447,0,2,2769.48,4.809,2,75.4,83.6,1,0,1
1290.51,2,0,337,74,0,1759.23,0.734,2,32.2,1.6,7,1,0
409.41,17,1,125,43,0,3108.54,0.132,0,27.1,9.1,0,0,0
1535.28,8,0,589,56,0,2229.71,0.689,0,25.9,21.6,22,0,0
1146.59,4,0,331,29,1,2192.96,0.523,0,30.8,0.4,22,1,0
1597.92,20,1,36,0,5,1631.49,0.979,1,16.5,0.4,0,0,1
14673.09,6,0,858,21,0,2045.21,7.174,1,20.7,12.1,8,0,0
7192.61,1,1,106,3,3,1020.55,7.048,4,91.7,78.4,0,1,1
1748.84,20,1,89,63,0,894.35,1.955,3,6.0,40.7,0,0,0
2377.59,20,0,462,25,0,1791.38,1.327,1,17.6,8.1,11,0,0
2374.51,15,1,92,17,0,2903.3,0.818,0,24.0,16.5,0,0,0
857.62,2,1,57,50,0,1736.52,0.494,2,6.7,15.5,0,1,0
729.28,11,0,458,64,0,2902.53,0.251,0,43.6,7.0,27,0,0
6333.17,2,1,33,1,4,1603.05,3.951,2,82.4,82.4,0,1,1
757.8,6,1,55,85,0,2046.16,0.37,0,19.9,9.7,0,0,0
4250.61,13,0,216,27,0,3264.07,1.302,0,22.9,0.2,29,0,0
2439.68,7,0,549,86,0,1946.98,1.253,0,10.5,5.3,19,0,0
4942.07,1,1,69,5,1,1807.94,2.734,3,76.5,70.6,0,1,0
6976.51,17,0,383,98,1,1590.74,4.386,1,14.6,39.0,13,0,0
568.51,17,0,546,184,1,2353.85,0.242,0,25.9,5.8,34,0,0
637.64,10,0,436,27,0,2726.52,0.234,2,3.8,5.0,1,0,0
17916.57,3,0,878,55,0,3611.76,4.961,0,22.5,22.1,17,1,0
1253.35,10,0,728,68,0,2693.84,0.465,0,10.3,11.0,3,0,0
2312.24,11,0,442,48,0,3857.77,0.599,0,8.2,7.9,7,0,0
463.9,15,1,48,39,0,2215.41,0.209,0,42.9,10.0,0,0,0
1866.44,23,1,68,53,0,2864.01,0.652,0,5.7,3.5,0,1,0
1432.11,6,0,914,78,0,3162.56,0.453,1,14.3,12.3,13,0,0
3323.54,7,0,697,59,0,1644.01,2.022,0,24.3,24.4,3,0,0
6317.07,13,0,358,32,0,2248.04,2.81,0,23.4,5.4,6,0,0
1362.49,6,1,113,44,0,2988.74,0.456,1,10.5,17.8,0,0,0
905.53,9,0,272,110,1,3577.86,0.253,1,45.6,5.3,15,0,0
9337.62,5,1,67,7,3,2705.81,3.451,4,68.8,83.8,0,1,1
883.03,12,0,626,56,0,3470.68,0.254,0,23.8,19.9,31,0,0
128.2,11,0,595,44,0,1796.0,0.071,0,9.6,11.3,23,0,0
2732.7,21,0,897,47,0,3047.93,0.897,0,18.3,10.1,38,0,0
647.56,8,0,634,58,0,3910.33,0.166,2,14.3,21.1,22,0,0
5727.07,11,0,1488,16,1,2437.02,2.35,1,29.9,5.2,10,0,0
8587.24,5,1,140,13,4,1302.42,6.593,4,78.3,49.1,0,1,1
5138.91,16,0,499,36,0,2262.72,2.271,1,40.5,6.7,16,0,0
4343.09,20,0,409,75,0,1862.09,2.332,1,17.4,2.6,12,0,0
1038.11,8,0,191,17,0,1244.87,0.834,0,17.4,35.8,13,0,0
17036.97,0,0,287,45,0,1571.41,10.842,0,8.1,7.4,14,1,0
14930.95,11,0,428,50,0,1000.57,14.922,1,4.0,27.4,26,0,0
9982.37,10,1,36,5,2,1610.47,6.198,3,17.4,68.7,0,0,1
1060.33,15,0,378,118,0,1292.01,0.821,0,23.8,42.0,4,0,0
15376.52,17,0,618,3,1,3054.4,5.034,4,87.8,60.1,2,0,1
4950.92,3,1,146,16,3,2392.7,2.069,2,74.1,76.0,0,1,1
1953.08,15,0,861,94,0,3222.77,0.606,2,3.3,3.4,29,0,0
1945.05,19,0,703,94,0,2875.68,0.676,0,27.0,7.3,12,0,0
357.28,3,0,1156,34,0,2804.64,0.127,0,23.0,3.7,32,1,0
4783.37,21,0,348,1,1,3015.58,1.586,1,34.5,54.2,3,0,1
666.3,19,1,55,61,0,2556.79,0.261,0,16.9,23.6,0,0,0
6721.71,14,0,768,127,0,4118.98,1.632,0,15.5,26.8,23,0,0
14305.27,3,0,132,40,0,1894.17,7.552,0,10.5,19.1,24,1,0
8082.06,13,0,191,69,0,2431.87,3.323,1,22.1,3.9,6,0,0
20000.0,10,1,125,23,1,2420.23,8.264,0,69.6,67.3,0,0,0
13039.79,17,1,44,5,2,4018.31,3.245,3,84.5,35.7,0,0,1
2460.11,13,0,606,39,0,2094.83,1.174,0,28.9,7.2,29,0,0
1593.43,10,0,553,86,0,2951.49,0.54,0,6.0,7.4,10,0,0
976.81,9,0,474,80,0,3418.85,0.286,0,23.4,1.6,8,0,0
3845.27,16,1,67,8,2,3171.98,1.212,2,89.7,79.8,0,0,1
12082.9,6,1,193,68,0,3262.36,3.704,0,39.0,8.2,0,0,0
2558.72,18,0,700,94,0,3842.51,0.666,1,21.5,5.1,18,0,0
1596.09,7,1,129,88,0,3335.66,0.478,2,19.1,18.3,0,0,0
20000.0,5,1,16,5,0,1980.13,10.1,3,82.3,70.1,0,1,1
945.81,6,0,183,46,0,1732.16,0.546,0,17.2,17.0,15,0,0
7035.7,16,1,145,7,1,3132.23,2.246,1,96.5,72.7,0,0,0
2139.94,8,1,107,26,0,1662.26,1.287,2,6.7,1.1,0,0,0
6007.28,6,0,514,31,1,4514.86,1.331,1,40.4,24.0,38,0,0
5747.86,13,0,738,76,0,417.92,13.753,0,26.6,12.7,31,0,0
9212.01,2,1,89,10,2,3403.39,2.707,0,82.4,78.9,0,1,1
1059.62,9,0,578,44,1,2978.34,0.356,0,10.7,19.8,6,0,0
6711.54,11,1,114,52,0,2676.1,2.508,0,14.5,3.7,0,0,0
4482.27,13,0,653,63,0,2118.42,2.116,1,21.7,3.1,36,0,0
5838.67,21,0,608,72,0,1455.65,4.011,0,11.5,14.9,14,0,0
754.0,4,1,94,1,2,3099.6,0.243,4,13.3,5.5,0,1,1
8261.07,15,0,198,65,0,4597.62,1.797,1,16.8,8.7,3,0,0
2013.16,18,0,853,119,0,3454.12,0.583,0,18.8,7.2,9,0,0
652.77,19,0,390,55,0,2844.41,0.229,1,80.5,8.0,15,0,0
2314.01,22,0,401,61,0,2972.68,0.778,0,44.1,0.4,18,0,0
1639.34,9,0,742,57,0,3149.34,0.521,1,14.8,41.5,15,0,0
1945.14,0,0,894,65,0,2979.81,0.653,0,39.3,14.4,4,1,0
3242.5,12,0,133,22,0,3119.02,1.04,0,12.3,39.6,1,0,0
418.7,5,0,552,53,0,1891.68,0.221,1,10.2,2.6,6,1,0
17915.81,16,0,217,119,0,3337.36,5.368,2,47.3,15.0,50,0,0
1022.65,13,0,297,48,0,2800.26,0.365,3,12.9,23.8,7,0,0
1439.02,9,0,602,99,0,3701.61,0.389,0,16.7,4.3,22,0,0
20000.0,5,0,569,14,5,2741.2,7.296,3,27.1,56.5,1,1,1
17826.59,6,1,39,4,3,3282.23,5.431,1,54.5,78.9,0,0,1
20000.0,23,1,110,15,1,3027.62,6.606,1,67.5,77.2,0,1,1
2607.85,18,0,487,40,2,3900.16,0.669,1,8.2,2.7,12,0,0
2605.12,18,1,27,41,0,2187.94,1.191,1,4.4,0.9,0,0,0
20000.0,22,1,68,9,3,1813.78,11.027,2,45.9,87.6,0,0,1
599.0,14,0,547,40,0,2575.86,0.233,1,9.1,2.5,11,0,0
3337.85,21,1,221,62,0,2458.3,1.358,1,9.2,16.0,0,0,0
18309.15,0,1,69,5,3,2969.62,6.165,2,79.5,67.6,0,1,1
2419.64,23,0,523,40,0,1779.73,1.36,0,15.6,17.7,16,1,0
1725.76,1,0,371,36,0,3813.7,0.453,1,13.8,11.8,18,1,0
13852.8,15,0,696,57,0,1835.35,7.548,0,18.5,1.0,20,0,0
7380.21,8,0,490,74,0,428.92,17.207,0,14.3,6.7,37,0,0
56.57,3,0,584,119,0,2135.35,0.026,1,30.8,3.9,4,1,0
19749.36,20,1,121,78,0,1166.87,16.925,1,14.1,3.0,0,0,1
234.82,13,0,355,37,1,2274.89,0.103,0,8.9,8.5,20,0,0
2688.39,2,0,444,40,0,3255.24,0.826,1,56.6,29.8,11,1,0
3073.17,13,1,162,104,0,1702.04,1.806,2,3.5,2.9,0,0,0
1227.37,6,1,274,30,0,2749.27,0.446,1,16.9,9.1,0,0,0
675.07,11,0,624,9,1,3555.47,0.19,1,19.9,7.2,13,0,0
1505.94,22,0,754,22,0,2361.26,0.638,0,38.5,5.2,36,0,0
2864.95,22,1,46,47,0,1736.07,1.65,1,22.6,12.5,0,0,0
347.44,12,0,451,63,0,1028.21,0.338,0,3.9,3.9,9,0,0
670.87,20,0,199,39,1,1122.51,0.598,1,16.0,4.9,29,0,1
3846.42,13,0,828,61,0,2484.06,1.548,1,16.0,29.4,38,0,0
1154.88,3,0,1405,55,0,2598.88,0.444,1,9.8,0.5,26,1,0
1130.4,19,1,40,9,1,3162.04,0.357,3,48.3,74.0,0,0,1
918.99,13,0,593,132,0,702.68,1.308,0,27.5,18.5,17,0,0
1821.87,12,1,178,86,0,2431.73,0.749,2,41.3,5.9,0,0,0
690.06,4,0,1000,37,0,931.57,0.741,1,7.7,32.8,29,1,0
2148.86,21,0,608,40,1,2738.39,0.785,0,43.9,3.3,4,0,0
3817.64,3,0,744,28,0,2713.24,1.407,1,13.4,9.7,22,1,0
8489.97,14,1,149,5,3,2473.1,3.433,3,90.6,58.9,0,0,1
